8
154
0.740000000	686.000000000	245.000000000	220.500000000	3.500000000	3	0.000000000	0	6.050000000
0.760000000	661.500000000	416.500000000	122.500000000	7.000000000	3	0.000000000	0	23.930000000
0.900000000	563.500000000	318.500000000	122.500000000	7.000000000	3	0.100000000	2	29.680000000
0.710000000	710.500000000	269.500000000	220.500000000	3.500000000	2	0.100000000	4	10.660000000
0.640000000	784.000000000	343.000000000	220.500000000	3.500000000	5	0.100000000	1	15.210000000
0.660000000	759.500000000	318.500000000	220.500000000	3.500000000	5	0.400000000	1	15.230000000
0.710000000	710.500000000	269.500000000	220.500000000	3.500000000	2	0.400000000	1	14.510000000
0.820000000	612.500000000	318.500000000	147.000000000	7.000000000	3	0.400000000	1	29.910000000
0.790000000	637.000000000	343.000000000	147.000000000	7.000000000	4	0.000000000	0	29.630000000
0.900000000	563.500000000	318.500000000	122.500000000	7.000000000	4	0.400000000	1	36.660000000
0.620000000	808.500000000	367.500000000	220.500000000	3.500000000	3	0.100000000	2	13.000000000
0.860000000	588.000000000	294.000000000	147.000000000	7.000000000	3	0.250000000	3	29.400000000
0.710000000	710.500000000	269.500000000	220.500000000	3.500000000	4	0.400000000	2	14.400000000
0.690000000	735.000000000	294.000000000	220.500000000	3.500000000	4	0.400000000	3	14.330000000
0.900000000	563.500000000	318.500000000	122.500000000	7.000000000	4	0.400000000	3	35.050000000
0.640000000	784.000000000	343.000000000	220.500000000	3.500000000	5	0.400000000	4	18.840000000
0.790000000	637.000000000	343.000000000	147.000000000	7.000000000	4	0.100000000	5	36.770000000
0.760000000	661.500000000	416.500000000	122.500000000	7.000000000	2	0.100000000	1	32.960000000
0.760000000	661.500000000	416.500000000	122.500000000	7.000000000	2	0.400000000	2	40.780000000
0.690000000	735.000000000	294.000000000	220.500000000	3.500000000	4	0.400000000	2	14.330000000
0.760000000	661.500000000	416.500000000	122.500000000	7.000000000	4	0.250000000	2	36.860000000
0.640000000	784.000000000	343.000000000	220.500000000	3.500000000	4	0.250000000	2	17.020000000
0.740000000	686.000000000	245.000000000	220.500000000	3.500000000	3	0.400000000	3	14.220000000
0.620000000	808.500000000	367.500000000	220.500000000	3.500000000	4	0.100000000	1	12.930000000
0.660000000	759.500000000	318.500000000	220.500000000	3.500000000	5	0.250000000	5	13.020000000
0.820000000	612.500000000	318.500000000	147.000000000	7.000000000	2	0.100000000	4	23.800000000
0.790000000	637.000000000	343.000000000	147.000000000	7.000000000	5	0.400000000	2	41.920000000
0.760000000	661.500000000	416.500000000	122.500000000	7.000000000	4	0.400000000	4	40.600000000
0.900000000	563.500000000	318.500000000	122.500000000	7.000000000	3	0.400000000	4	35.730000000
0.820000000	612.500000000	318.500000000	147.000000000	7.000000000	4	0.400000000	2	28.640000000
0.620000000	808.500000000	367.500000000	220.500000000	3.500000000	5	0.100000000	2	13.040000000
0.790000000	637.000000000	343.000000000	147.000000000	7.000000000	3	0.250000000	2	40.190000000
0.660000000	759.500000000	318.500000000	220.500000000	3.500000000	2	0.100000000	3	11.590000000
0.640000000	784.000000000	343.000000000	220.500000000	3.500000000	3	0.000000000	0	10.540000000
