25
1000
23.735361735	27.808262126	95.561279297	24.505100505	75.000667318	86.117903646	71.825976563	12.952161662	113.532926432	1.993851598	569.451236979	169.584244792	167.881656901	164.094335938	140.434928385	132.580118815	135.621069336	29.987504069	7.387868245	128.316805013	126.782828776	110.241593424	85.114591471	129.679508464	12.952161662	372.480957031
28.099519857	29.688201904	112.617431641	29.210260010	79.977978516	97.990519206	84.517911784	12.730644735	125.142675781	2.002671432	668.565234375	173.346533203	171.526806641	164.132486979	136.575048828	134.142675781	134.994173177	29.993591309	4.909530640	130.392342122	128.526350911	175.794189453	94.472623698	126.695751953	12.730644735	342.883072917
28.325895182	29.910988363	106.009505208	28.347625732	80.005753581	89.021997070	77.683593750	10.399935913	117.142757161	1.999947611	614.180078125	171.759049479	170.123714193	164.117122396	136.567317708	133.398136393	134.994173177	20.741274007	0.640341059	130.109554036	128.390861003	175.056510417	95.105737305	124.440559896	10.399935913	315.035449219
23.462329102	16.112959798	101.343172201	26.211289469	75.006998698	94.012044271	77.881152344	15.094967651	117.041536458	1.993808365	616.935546875	171.167154948	169.352620443	164.175634766	138.071256510	132.904557292	136.280232747	29.993591309	6.280488586	128.575992839	126.803173828	110.169978841	85.734692383	130.196492513	15.094967651	458.233886719
26.592097982	32.778354899	104.583618164	29.488136800	79.994571940	89.106778971	77.989851888	9.515672811	119.297875977	2.004271189	616.866731771	171.939990234	170.233333333	164.129443359	136.555712891	133.442407227	134.994173177	28.501859538	3.899050649	130.295499674	128.438061523	175.223339844	89.108203125	124.736499023	9.518825277	269.900618490
28.487170410	12.167475382	103.291512044	24.967478434	75.000520833	88.992838542	74.806152344	13.433335368	117.074088542	1.499895859	593.080468750	170.852278646	169.064420573	164.119156901	138.613069661	132.822737630	178.250048828	29.993591309	8.955403646	128.715559896	127.011914062	56.039957682	92.296988932	130.196085612	13.442591349	254.986718750
28.482588704	45.826236979	107.714851888	25.920381673	74.996891276	92.999096680	79.234090169	12.796118164	120.370597331	1.989182281	627.360416667	171.537792969	169.663623047	164.015364583	137.884212240	133.155525716	178.342057292	29.993591309	8.100536601	129.026009115	127.149438477	52.971203613	94.158504232	128.337890625	12.807560221	368.471842448
27.220839437	29.199601237	102.544523112	25.717132568	75.010847982	90.087597656	75.317089844	13.631155396	117.330957031	1.992381668	597.105013021	170.752962240	169.020865885	164.249316406	138.567578125	132.893969727	178.341748047	29.993591309	9.436017863	128.792862956	127.001741536	55.578951009	91.685839844	129.480550130	13.639316813	379.536816406
23.270568848	16.459242757	99.181559245	25.475649007	74.996891276	93.998315430	75.910978190	17.242960612	115.569531250	1.991819509	601.918033854	170.993229167	169.121305339	164.124251302	137.873518880	132.873616536	136.254378255	29.993591309	9.614661662	128.433577474	126.726277669	112.360668945	85.413248698	130.821451823	17.242960612	451.220214844
28.495890299	33.708559163	108.555721029	26.183361816	75.012483724	94.005029297	80.058650716	12.736696370	121.262239583	1.992511368	634.081380208	171.662662760	169.843766276	164.080794271	137.910253906	133.205900065	178.482910156	29.993591309	8.181792704	129.012581380	127.077823893	53.913557943	94.621134440	128.899348958	12.725712077	388.364322917
27.728021240	39.724825033	104.536840820	25.132468669	57.003999837	87.955167643	76.817838542	10.309238688	104.409415690	1.500674184	610.687760417	167.663671875	165.452018229	158.343782552	132.926538086	129.135961914	173.569612630	29.993591309	7.984796143	124.539656576	121.719921875	50.574222819	95.078068034	128.120515951	10.322410075	465.607161458
27.091196696	25.289723714	100.905867513	24.337025960	53.995548503	86.003971354	73.818123372	11.091209920	100.353507487	1.504046504	587.871875000	166.579313151	164.392203776	157.504199219	132.461149089	128.338403320	172.554768880	29.993591309	8.242353312	123.550911458	120.594059245	55.249373372	90.953035482	128.840633138	11.075191243	416.946940104
28.494362386	21.617531331	105.927783203	26.360904948	75.023315430	91.990266927	77.437459310	13.730954997	117.785677083	1.739069875	613.456184896	171.223030599	169.288199870	163.403938802	137.039420573	132.871175130	178.200390625	29.993591309	7.379878743	128.835587565	126.954134115	49.806424967	95.026806641	129.979728190	13.731438192	358.705403646
26.501788330	36.090832520	98.376586914	23.187593587	63.014567057	82.025415039	71.864632161	8.797242228	103.289388021	1.504824702	570.870833333	167.364257812	165.389127604	158.985237630	133.721866862	129.489095052	174.167805990	29.993591309	8.731202189	125.470613607	123.300675456	54.534468587	92.987882487	128.167423503	8.814074707	376.420898438
28.012892660	23.372753906	104.287166341	26.524220785	80.005045573	89.106697591	76.274503581	12.132991536	116.499837240	2.001417669	602.982096354	171.484065755	169.869205729	164.145817057	136.957389323	133.390600586	134.994173177	27.298559570	4.545298258	130.048933919	128.399812826	175.606624349	96.114005534	126.774218750	12.132991536	323.266308594
25.590401204	13.072145589	99.753588867	26.932415771	80.018147786	84.972623698	74.160489909	10.076991781	114.294873047	2.003622564	586.129557292	171.148632813	169.490315755	164.240364583	137.147298177	133.000935872	134.994173177	22.283532715	2.374860128	129.824332682	128.199218750	174.138151042	88.829077148	125.527042643	10.076355998	268.880777995
27.067203776	23.365936279	95.180371094	22.935493978	57.006209310	77.669205729	68.095389811	9.007469686	98.746199544	1.505516434	542.024869792	165.930957031	163.960904948	158.434456380	133.334122721	128.201619466	172.410677083	29.993591309	8.887982178	123.848754883	121.398478190	56.179927572	90.670654297	126.777270508	9.014538574	308.691178385
28.515492757	36.810001628	108.550187174	26.078053792	75.006290690	93.987931315	80.042626953	12.870466105	122.038940430	1.991862742	634.434570312	171.798632812	169.897900391	164.117236328	137.896728516	133.246297201	178.499707031	29.993591309	10.642097982	129.072395833	127.167342122	57.901472982	94.561726888	128.758504232	12.875932821	380.415266927
24.928184001	22.089093018	87.429899089	20.911208089	75.010205078	78.049308268	62.499414063	13.623730469	105.097102865	2.491136424	495.278255208	168.510693359	166.851139323	163.998763021	145.073356120	132.484863281	177.547753906	28.390582275	6.378860982	127.999837240	126.626586914	52.439400228	87.549007161	128.517513021	13.635299683	268.201757812
26.008225505	20.649586995	102.236865234	26.604945882	75.007926432	92.512915039	76.230151367	14.235521444	120.008951823	2.497924296	604.822460937	171.394205729	169.506998698	164.128222656	138.183512370	132.966129557	179.931787109	29.993591309	8.589705404	128.900691732	127.138045247	53.288167318	89.063037109	129.610001628	14.235496012	298.778743490
27.492537435	25.524359131	106.668538411	25.989031982	75.013484701	95.980183919	79.174218750	15.795726522	121.479939779	2.001720301	627.364062500	171.839550781	169.948990885	164.133007813	137.945377604	133.344807943	179.201904297	29.993591309	8.726241048	129.074837240	127.168562826	52.649353027	91.380672201	130.361360677	15.803558350	401.272102865
25.487361654	19.688557943	81.971516927	20.916133626	80.002978516	63.945048014	56.484114583	5.650032552	102.301098633	1.994240697	448.064127604	167.903434245	166.623079427	164.113460286	138.639827474	131.464428711	134.378271484	21.432216390	4.636138916	128.944628906	127.874926758	170.902164714	93.264567057	121.186604818	5.650032552	153.993863932
27.512585449	20.040183512	105.660864258	27.223325602	74.985563151	94.674121094	78.149869792	15.636912028	119.866023763	2.001850001	619.265755208	171.501367187	169.650292969	164.262760417	138.266243490	133.256778971	179.042415365	29.993591309	7.703872172	128.883601888	127.002555339	50.288179525	91.235416667	129.411246745	15.634368896	441.785449219
25.744293213	32.316151937	103.044767253	26.731223551	74.977018229	95.031941732	77.306941732	16.113687134	117.993204753	2.492390188	612.483333333	171.376692708	169.499772135	164.269580078	138.102392578	133.176896159	179.062988281	29.989152018	8.550275675	129.015836589	127.071321615	49.382446289	89.570019531	130.634301758	16.107254028	426.443261719
27.505775960	18.197678630	100.553857422	24.204962158	75.018823242	88.983154297	73.044319661	14.805104574	114.888964844	2.002714666	578.958138021	170.432698568	168.659472656	164.187858073	138.998567708	132.856315104	178.490738932	29.993591309	7.475725301	128.705379232	126.976920573	51.472224935	90.906648763	129.715022786	14.804494222	377.471744792
28.303684489	21.258125814	106.920572917	26.806760661	79.989876302	92.019262695	78.617000326	12.532774862	119.060335286	2.002066167	621.767708333	172.118701172	170.400227865	164.194466146	136.869677734	133.656225586	134.994173177	29.972827148	3.722894287	130.399259440	128.522688802	175.892659505	96.203523763	127.127962240	12.532774862	315.482031250
28.002010091	31.101259359	104.302945964	27.661863200	75.008422852	96.099153646	76.302018229	17.359008789	123.467203776	3.244975281	605.412434896	172.218229167	170.301822917	164.147753906	137.767887370	133.377473958	180.398095703	29.993591309	9.476050822	129.054085286	127.282495117	53.113614909	89.688020833	128.798803711	17.359008789	256.689648438
28.313712565	31.192051188	112.413264974	29.729404704	79.997355143	97.986710612	84.099552409	13.475061035	124.749495443	2.004184596	665.303971354	173.386523437	171.672542318	164.428645833	136.824690755	134.210457357	134.994173177	28.124609375	2.499720001	130.531494141	128.522281901	175.194042969	93.869205729	126.638964844	13.475061035	385.346549479
27.990427653	33.383483887	105.258626302	26.224776204	75.003157552	91.026383464	77.262695312	12.321301270	118.634098307	1.991300710	612.030859375	171.094905599	169.313134766	164.352115885	138.524235026	133.033902995	178.320377604	29.993591309	8.809244792	128.742407227	126.911002604	53.678373210	92.612329102	129.175854492	12.337218221	347.719759115
26.503125000	30.881628418	108.916902669	28.040289307	75.000097656	99.075895182	82.405159505	15.282870483	125.322737630	2.497362010	652.438997396	172.664388021	170.961474609	164.412874349	138.670361328	133.676472982	180.182845052	29.993591309	7.652095032	129.134244792	127.126652018	46.106990560	89.366577148	128.903824870	15.294973755	415.048665365
27.245471191	31.569313558	103.732690430	27.299171956	75.024804687	91.030273438	76.481217448	13.232414754	117.011018880	1.993462499	606.031705729	170.854117839	169.068798828	164.105013021	138.371468099	132.915039062	178.362711589	29.993591309	7.321927897	128.729394531	126.869498698	53.826078288	92.056925456	129.733243815	13.240067546	402.610351562
28.488761393	22.991119385	106.550610352	24.953611247	74.992683919	92.022998047	78.058512370	13.166991170	120.999780273	1.738810476	619.237304688	171.350439453	169.538655599	164.348144531	138.691943359	133.104939779	178.395686849	29.993591309	9.640989176	128.932023112	127.037955729	56.236075846	95.062605794	129.659252930	13.176374308	333.791634115
28.479215495	26.323232015	105.287141927	25.890468343	79.995141602	93.998006185	76.807869466	12.514874268	120.298876953	4.988325500	607.373632812	172.005419922	170.202701823	164.103483073	137.761881510	133.808878581	138.198372396	29.353603109	5.375035604	130.402921549	128.645572917	94.544637044	96.047688802	133.938631185	12.514874268	328.557682292
26.978991699	32.302825928	97.201391602	25.184547933	74.988273112	81.016967773	70.222477214	8.975686646	113.122452799	1.989917247	555.923372396	169.886507161	168.085188802	164.072753906	140.998014323	132.503898112	134.391910807	28.412414551	4.042507680	128.575179036	126.817822266	78.870475260	84.750016276	128.032584635	8.975686646	167.219059245
26.583888753	30.127821859	105.212996419	29.250718180	79.993863932	89.131730143	78.629361979	9.542675781	118.328914388	2.004617055	621.078841146	172.006445313	170.304264323	164.140429687	136.442447917	133.374731445	134.994173177	24.056370036	0.695315488	130.154720052	128.361157227	175.244075521	89.041471354	125.302229818	9.542675781	269.277522786
29.010070801	37.481205241	84.144327799	20.014139811	75.005509440	62.760473633	55.134383138	5.171044922	103.837703451	1.995105362	437.921614583	167.708447266	166.154020182	164.070719401	147.246321615	132.179150391	133.236222331	27.228517660	5.427277629	127.963623047	126.675415039	84.290234375	83.340144857	126.718855794	5.171044922	79.271826172
20.959708659	47.061271159	74.599283854	19.934777832	79.987736003	66.053597005	53.639534505	6.830947876	99.173966471	5.998545837	424.682682292	167.476611328	166.197688802	164.087418620	141.902229818	131.514396159	134.245971680	19.981264242	2.399592336	128.923071289	128.032389323	168.813606771	94.008357747	118.134155273	6.830947876	408.943457031
28.322330729	27.333801270	100.485180664	27.198575846	79.848999023	83.996533203	72.157250977	9.742046102	113.865071615	2.001806768	570.997395833	170.776155599	169.219807943	163.897102865	137.434895833	133.041642253	134.994173177	27.104654948	3.988090261	129.880476888	128.332267253	173.981917318	94.456754557	126.662980143	9.744055176	258.876822917
25.485133870	18.300423177	81.271362305	20.744759115	80.009318034	63.083723958	55.786104329	5.477944946	100.640885417	1.996143087	442.241959635	167.886848958	166.597639974	164.139420573	137.865690104	131.265576172	134.271826172	18.575592041	3.381371816	128.901505534	127.890380859	170.837483724	92.885351563	121.554703776	5.477944946	143.690804036
25.474505615	64.534696452	98.983178711	23.951953125	79.972070312	88.228662109	73.509472656	11.333957926	114.917960612	3.992934418	581.679427083	170.697395833	169.086295573	164.012809245	139.209342448	133.301757812	136.543815104	27.339001465	5.356110128	129.747428385	128.257397461	88.088948568	93.606762695	131.463614909	11.334670003	394.769628906
