6
50
-2.200000000	0.546000000	4.780000000	4.130000000	3.070000000	0.350000000	7.370000000
-2.300000000	0.530000000	4.340000000	2.810000000	3.150000000	0.375000000	13.960000000
-2.400000000	0.574000000	4.360000000	3.960000000	2.760000000	0.425000000	33.970000000
0.000000000	0.565000000	5.100000000	3.940000000	3.510000000	0.425000000	35.460000000
-2.300000000	0.600000000	5.100000000	4.170000000	3.510000000	0.150000000	0.160000000
-2.400000000	0.585000000	4.780000000	3.840000000	3.320000000	0.275000000	2.910000000
-5.000000000	0.530000000	4.780000000	3.750000000	3.150000000	0.425000000	37.140000000
-2.300000000	0.565000000	4.780000000	5.350000000	2.760000000	0.250000000	1.990000000
0.000000000	0.565000000	5.100000000	3.940000000	3.510000000	0.125000000	0.080000000
-2.200000000	0.546000000	4.780000000	4.130000000	3.070000000	0.225000000	1.240000000
-2.300000000	0.569000000	4.780000000	3.040000000	3.640000000	0.300000000	3.290000000
-2.400000000	0.568000000	4.340000000	2.980000000	3.150000000	0.400000000	20.630000000
-2.300000000	0.569000000	4.780000000	3.040000000	3.640000000	0.175000000	0.370000000
-2.300000000	0.530000000	4.340000000	2.810000000	3.150000000	0.275000000	2.050000000
-5.000000000	0.600000000	4.780000000	4.240000000	3.150000000	0.250000000	1.850000000
-2.300000000	0.562000000	5.140000000	4.950000000	3.170000000	0.250000000	2.230000000
0.000000000	0.530000000	4.780000000	3.750000000	3.150000000	0.400000000	27.340000000
-2.300000000	0.562000000	5.140000000	4.950000000	3.170000000	0.300000000	4.090000000
-2.300000000	0.530000000	5.110000000	3.690000000	3.510000000	0.250000000	1.570000000
0.000000000	0.600000000	4.780000000	4.240000000	3.150000000	0.150000000	0.180000000
-2.400000000	0.585000000	4.780000000	3.840000000	3.320000000	0.300000000	4.350000000
-2.300000000	0.565000000	4.780000000	5.350000000	2.760000000	0.375000000	13.080000000
-2.400000000	0.574000000	4.360000000	3.960000000	2.760000000	0.250000000	1.970000000
0.000000000	0.530000000	4.780000000	3.750000000	3.150000000	0.200000000	0.920000000
-2.300000000	0.530000000	4.340000000	2.810000000	3.150000000	0.175000000	0.350000000
-2.300000000	0.530000000	4.760000000	3.680000000	3.160000000	0.350000000	7.510000000
-2.300000000	0.568000000	4.780000000	3.990000000	3.170000000	0.250000000	1.820000000
0.000000000	0.565000000	5.100000000	3.940000000	3.510000000	0.325000000	5.570000000
-2.300000000	0.600000000	5.100000000	4.170000000	3.510000000	0.225000000	1.240000000
-2.300000000	0.562000000	5.140000000	4.950000000	3.170000000	0.275000000	3.090000000
0.000000000	0.565000000	5.100000000	3.940000000	3.510000000	0.300000000	3.760000000
-2.400000000	0.568000000	4.340000000	2.980000000	3.150000000	0.275000000	2.460000000
-5.000000000	0.565000000	4.770000000	3.990000000	3.150000000	0.375000000	12.710000000
-2.300000000	0.530000000	5.110000000	3.690000000	3.510000000	0.325000000	4.420000000
-2.300000000	0.530000000	4.340000000	2.810000000	3.150000000	0.425000000	41.340000000
0.000000000	0.530000000	4.780000000	3.750000000	3.150000000	0.250000000	1.940000000
-5.000000000	0.600000000	4.780000000	4.240000000	3.150000000	0.275000000	2.840000000
-2.300000000	0.569000000	4.780000000	3.040000000	3.640000000	0.250000000	1.590000000
-2.200000000	0.546000000	4.780000000	4.130000000	3.070000000	0.450000000	53.070000000
-5.000000000	0.565000000	5.100000000	3.940000000	3.510000000	0.175000000	0.450000000
-2.400000000	0.574000000	4.360000000	3.960000000	2.760000000	0.275000000	2.830000000
-2.300000000	0.530000000	5.110000000	3.690000000	3.510000000	0.450000000	55.170000000
-2.300000000	0.562000000	5.140000000	4.950000000	3.170000000	0.325000000	5.820000000
-2.300000000	0.568000000	4.780000000	3.990000000	3.170000000	0.225000000	1.180000000
-2.300000000	0.600000000	4.340000000	4.230000000	2.730000000	0.325000000	6.000000000
0.000000000	0.600000000	4.780000000	4.240000000	3.150000000	0.200000000	0.730000000
-2.300000000	0.600000000	5.100000000	4.170000000	3.510000000	0.425000000	31.770000000
-5.000000000	0.565000000	5.100000000	3.940000000	3.510000000	0.250000000	1.760000000
-2.200000000	0.546000000	4.780000000	4.130000000	3.070000000	0.275000000	2.490000000
-2.300000000	0.562000000	5.140000000	4.950000000	3.170000000	0.375000000	12.800000000
